,phrase,intent,preproc_text
273,Add the snooks eaglin track to the friendesemana playlist.,AddToPlaylist,add the snooks eaglin track to the friendesemana playlist 
274,Can you add don moye to my Pop playlist?,AddToPlaylist,can you add don moye to my pop playlist
275,Can the artist be added to my Might and Myth Power Metal playlist?,AddToPlaylist,can the artist be added to my might and myth power metal playlist
276,Add ilse delange to my journey playlist,AddToPlaylist,add ilse delange to my journey playlist
277,add this artist to my Old Enough To Enjoy This playlist,AddToPlaylist,add this artist to my old enough to enjoy this playlist
278,"I need to add an artist to one of my playlists, Classical New Releases Spotify Picks.",AddToPlaylist,i need to add an artist to one of my playlists classical new releases spotify picks 
279,Add d flame to the Dcode2016 playlist.,AddToPlaylist,add d flame to the dcode2016 playlist 
280,Add super roots 3 to the Divertido para niГ±os playlist.,AddToPlaylist,add super roots 3 to the divertido para ni os playlist 
281,I'd like to add Julian Velard's album onto the cleaning playlist.,AddToPlaylist,i d like to add julian velard album onto the cleaning playlist 
282,Add an album to electronic gaming,AddToPlaylist,add an album to electronic gaming
283,add the artist Beardyman to my classical x playlist,AddToPlaylist,add the artist beardyman to my classical x playlist
284,Add my track to old school metal playlist,AddToPlaylist,add my track to old school metal playlist
285,Add little joe newest tune to my viajes playlist,AddToPlaylist,add little joe newest tune to my viajes playlist
286,Add this carlos libedinsky song to my zen focus playlist,AddToPlaylist,add this carlos libedinsky song to my zen focus playlist
287,Add giancarlo erra to my Guitar Hero Live Playlist,AddToPlaylist,add giancarlo erra to my guitar hero live playlist
288,add this album to my Throwback Party playlist,AddToPlaylist,add this album to my throwback party playlist
289,Add Mel Draisey tomy 80s Classic Hits playlist.,AddToPlaylist,add mel draisey tomy 80s classic hits playlist 
290,Add the artist to my top classical playlist.,AddToPlaylist,add the artist to my top classical playlist 
291,Add tomohisa yamashita music to my Latin Dance Cardio playlist,AddToPlaylist,add tomohisa yamashita music to my latin dance cardio playlist
292,go ahead and add blowfly to my This Is Schubert list,AddToPlaylist,go ahead and add blowfly to my this is schubert list
293,Can I put johnny burke onto my lo que suena los angeles playlist?,AddToPlaylist,can i put johnny burke onto my lo que suena los angeles playlist
294,Add shweta mohan to my laundry playlist,AddToPlaylist,add shweta mohan to my laundry playlist
295,Add a tune to my playlist Guest List Polygon,AddToPlaylist,add a tune to my playlist guest list polygon
296,Please add Iris DeMent to my playlist this is selena,AddToPlaylist,please add iris dement to my playlist this is selena
297, Add the Justin Furstenfeld song to the latin pop rising playlist.,AddToPlaylist,add the justin furstenfeld song to the latin pop rising playlist 
298,add a G Dep song in my girls' night playlist,AddToPlaylist,add a g dep song in my girls night playlist
299,"I would like to add to my plalist, Visjoner onto the old school metal one",AddToPlaylist,i would like to add to my plalist visjoner onto the old school metal one
300,Book a reservation for seven people at a bakery in Osage City,BookRestaurant,book a reservation for seven people at a bakery in osage city
301,Book spot for three at Maid-Rite Sandwich Shop in Antigua and Barbuda,BookRestaurant,book spot for three at maidrite sandwich shop in antigua and barbuda
302,I need a table for breakfast in MI at the pizzeria,BookRestaurant,i need a table for breakfast in mi at the pizzeria
303,Book a restaurant reservation for me and my child for 2 Pm in Faysville,BookRestaurant,book a restaurant reservation for me and my child for 2 pm in faysville
304,I want to book a highly rated churrascaria ten months from now.,BookRestaurant,i want to book a highly rated churrascaria ten months from now 
305,i need a table for 7 in Kashegelok VT,BookRestaurant,i need a table for 7 in kashegelok vt
306,book spot for eight at a bar that serves pastelaria,BookRestaurant,book spot for eight at a bar that serves pastelaria
307,I need a table for clare and yvonne ramirez at Baker's Keyboard Lounge,BookRestaurant,i need a table for clare and yvonne ramirez at baker keyboard lounge
308,"I want to book Cheese Board Collective in Poland for april the first, 2030.",BookRestaurant,i want to book cheese board collective in poland for april the first 2030 
309,Book a reservation for a pub serving burritos,BookRestaurant,book a reservation for a pub serving burritos
310,Book a reservation for eight people in North Dakota,BookRestaurant,book a reservation for eight people in north dakota
311,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango,BookRestaurant,book me a reservation for eight for the toprated bakery eleven hours from now in mango
312,Book a reservation for a restaurant in Palau in six years ,BookRestaurant,book a reservation for a restaurant in palau in six years
313,Need a table for a party of six at the RingSide Steakhouse in the state of Nevada,BookRestaurant,need a table for a party of six at the ringside steakhouse in the state of nevada
314,Book spot for 7 at NH Theressa,BookRestaurant,book spot for 7 at nh theressa
315,book a restaurant in Georgia,BookRestaurant,book a restaurant in georgia
316,I need a table in Elba for ten that has a bar,BookRestaurant,i need a table in elba for ten that has a bar
317,need a table at a close-by restaurant right now in Marco,BookRestaurant,need a table at a closeby restaurant right now in marco
318,"I want to book a restaurant in a distant ID spa for lidia, latasha and diann.",BookRestaurant,i want to book a restaurant in a distant id spa for lidia latasha and diann 
319,book a table in FL for ten people,BookRestaurant,book a table in fl for ten people
320,I want to book a restaurant in Ayer for 2 people.,BookRestaurant,i want to book a restaurant in ayer for 2 people 
321,book spot at a highly rated restaurant in Tajikistan,BookRestaurant,book spot at a highly rated restaurant in tajikistan
322,Book a spot for now in NY for 10,BookRestaurant,book a spot for now in ny for 10
323,"Book a reservation for The Training Table on Mar. thirteenth, 2026",BookRestaurant,book a reservation for the training table on mar thirteenth 2026
324,"book a table for me, heidi and cara in Saudi Arabia",BookRestaurant,book a table for me heidi and cara in saudi arabia
325,Book a reservation for eight at a cafeteria saturday,BookRestaurant,book a reservation for eight at a cafeteria saturday
326,Book reservation in Gasconade at the best restaurant in DC,BookRestaurant,book reservation in gasconade at the best restaurant in dc
327,Book spot at Fried chicken restaurant in Mauritania,BookRestaurant,book spot at fried chicken restaurant in mauritania
328,I need a table at spa joint,BookRestaurant,i need a table at spa joint
329,book a restaurant in NE for ascension day in Cle Elum that serves seafood for me and my nieces,BookRestaurant,book a restaurant in ne for ascension day in cle elum that serves seafood for me and my nieces
330,book spot for 4 in Somalia,BookRestaurant,book spot for 4 in somalia
331,"book spot for John Pearson Soda Works in Cambodia on Mar. 21st, 2023",BookRestaurant,book spot for john pearson soda works in cambodia on mar 21st 2023
332,I want to make a reservation for one at a sushi restaurant in Brucetown,BookRestaurant,i want to make a reservation for one at a sushi restaurant in brucetown
333,I want to book The Hat for my grandfather and I in Arkansas.,BookRestaurant,i want to book the hat for my grandfather and i in arkansas 
334,party of six this week in Oman,BookRestaurant,party of six this week in oman
335,I need a table in Anderson Arkansas,BookRestaurant,i need a table in anderson arkansas
336,Book spot for eight at bar that serves potГ©e,BookRestaurant,book spot for eight at bar that serves pot e
337,need to book a table in Ludden,BookRestaurant,need to book a table in ludden
338,"book a table at The Crab Cooker for now for angelina, melva cooper and gwen",BookRestaurant,book a table at the crab cooker for now for angelina melva cooper and gwen
339,book a table for 10 in CHAR No.4 in Colombia,BookRestaurant,book a table for 10 in char no 4 in colombia
340,book spot for melisa castillo and vicky allen in Sadorus MT,BookRestaurant,book spot for melisa castillo and vicky allen in sadorus mt
341,Book a reservation for 8 people at an irish bar,BookRestaurant,book a reservation for 8 people at an irish bar
342,Book me a reservation for a party of 3 at a restaurant in KY,BookRestaurant,book me a reservation for a party of 3 at a restaurant in ky
343,book spot in North Catasauqua SD in sixteen minutes,BookRestaurant,book spot in north catasauqua sd in sixteen minutes
344,I want to book a highly rated fast food restaurant for eight people.,BookRestaurant,i want to book a highly rated fast food restaurant for eight people 
345,I need to find a table for 4 at a brasserie that has fondue,BookRestaurant,i need to find a table for 4 at a brasserie that has fondue
346,"Book a reservation for eight people at a top-rated restaurant in Busby, GU on may second, 2024",BookRestaurant,book a reservation for eight people at a toprated restaurant in busby gu on may second 2024
347,I want to book Moishes Steakhouse in Lucky.,BookRestaurant,i want to book moishes steakhouse in lucky 
348,book restaurant at ten that has internet,BookRestaurant,book restaurant at ten that has internet
349,Book a reservation for seven people at a highly rated restaurant this month in Hawaii,BookRestaurant,book a reservation for seven people at a highly rated restaurant this month in hawaii
350,"I want to book a restaurant for me, carissa and lynn ramirez in Colorado.",BookRestaurant,i want to book a restaurant for me carissa and lynn ramirez in colorado 
351,Book me a lunch at Boreas for a party of 8,BookRestaurant,book me a lunch at boreas for a party of 8
352,Lets eat in Little Eagle on May nineteenth for 7 people,BookRestaurant,lets eat in little eagle on may nineteenth for 7 people
353,"I want to book a restaurant in New Mexico for kenya, lilia and ingrid.",BookRestaurant,i want to book a restaurant in new mexico for kenya lilia and ingrid 
354,I want to book Baker's Keyboard Lounge for clare and yvonne ramirez.,BookRestaurant,i want to book baker keyboard lounge for clare and yvonne ramirez 
355,I want to book a bar in Bonaparte Palau.,BookRestaurant,i want to book a bar in bonaparte palau 
356,need a table eighteen seconds from now at a restaurant serving muffuletta,BookRestaurant,need a table eighteen seconds from now at a restaurant serving muffuletta
357,I want to book a highly rated oyster bar for this week close by in FL.,BookRestaurant,i want to book a highly rated oyster bar for this week close by in fl 
358,book spot for seven that is distant from your gf's current location at a bar that serves middle eastern for Midnight,BookRestaurant,book spot for seven that is distant from your gf current location at a bar that serves middle eastern for midnight
359,"Book a reservation for leticia, melva and twila edwards at Glassy Junction for five p.m within the same area of our secondary residence",BookRestaurant,book a reservation for leticia melva and twila edwards at glassy junction for five p m within the same area of our secondary residence
360,Book me a reservation for a party of 5 for the best coffeehouse nearby Borough londonien de Wandsworth on Lee Jackson Day,BookRestaurant,book me a reservation for a party of 5 for the best coffeehouse nearby borough londonien de wandsworth on lee jackson day
361,Book me a reservation for a puglia restaurant at three,BookRestaurant,book me a reservation for a puglia restaurant at three
